movie,sentence,score
닥터 스트레인지: 대혼돈의 멀티버스,"완다의 슬픔이 완벽히 느껴졌음. 연기, 연출 모두 좋았음.",9
그대가 조국,"비할 바 아니지만,앞으로 5년,함께 버티겠습니다.",10
그대가 조국,전라도 지역영화 ... 선거 전에 이런것 한다는것 자체가 좌파들의 쇼질..,2
범죄도시2,너무 재밌어요!!!!,10
범죄도시2,최고 개잼ㅋㅋㅋ꼭 봐야됨,10
범죄도시2,이터널스 길가메시 마동석보다한국 형사 마동석이 더 쎕니다 ㅋㅋㅋ,10
범죄도시2,이터널스 길가메시 마동석보다한국 형사 마동석이 더 쎕니다 ㅋㅋㅋ,10
범죄도시2,너무잔인한거말곤 쫄깃쫄깃 스토리와 연기가 좋았습니딘,7
범죄도시2,굳굳굳굳 졸라재밌습니다 꼭보세요,10
범죄도시2,개그적 요소랑 배우들 연기와 액션너무 재밌음 ㅠㅠ ,10
범죄도시2,엄청 재밌어요,10
그대가 조국,대깨 찢재 전용 영화임. 평점 보소 ㅋㅋ,1
범죄도시2,나참.범죄자를응원하긴첨..강해상 구씨 흥해라 ..반해버렸어,10
"힘을 내요, 미스터 리",스토리가 특별 하다고 할 수는 없는데 코믹연기가 너무 재미 있어서 웃으며 볼 수 있고 따뜻한 영화라서 기분 좋게 볼 수 있는 영화,8
그대가 조국,"누구나 검찰의 사냥감이 될 수 있다는 사실을 실감나게 느꼈고, 너무너무 마음이 아팠어요. ",10
범죄도시2,마동석님 파워액션 보려고 갔는데 역시 멋있었음요 근데 좀 잔인한 장면이 많던데 15세관람가라서 놀랐음요,9
그대가 조국,조국일가가 어떻게 검찰의 칼에 쓰러져갔는지를 감정에 치우치지않고 담담하게 풀어냄.이성이 살아남,10
범죄도시2,범죄도시3 촬영한다고 하는데 빨리 보고 싶당.. ㅠ,10
김씨 표류기,우리나라에 일찍이 이런 시나리오에 이런 명품 연기가 있었다니 깜놀 했네요. 흥행을 못 했다는게 너무 이상 하네요. ,10
그대가 조국,이런 쓰레기를 극장에서 상영하는건 전력 낭비다 사람도 없는데 영사기만 돌아가고 있네 ,1
범죄와의 전쟁 : 나쁜놈들 전성시대,한국판 좋은 친구들 사실적 관점의 조폭영화,7
그대가 조국,영화 제목이 왜 &amp;#39;그대가 조국&amp;#39;인지 영화를보고 알게 되었다 조국 전 장관님 힘내세요!  앞으로도 꿋꿋하게 버텨내시길 부탁드립니다,10
범죄도시2,마동석  멋지다~~,10
범죄도시2,마동석  멋지다~~,10
범죄도시2,액션타격감 굿~~^^속이시원합니다,10
범죄도시2,가볍게 웃을수 있고 보는 시원했어요!! ,10
그대가 조국,상영관이별로없지만..애써 찾아보시길..,10
범죄도시2,오랫만에 소리내어 웃었네요.,10
그대가 조국,우상화 연출만은 최고네,1
닥터 스트레인지: 대혼돈의 멀티버스,"마블 팬이면 볼만한 영화완다가 찐 주인공인건 비밀아닌 안비밀,,,다음에 또 보자 누나 ㅠㅇㅠ",7
그대가 조국,어휴 꼭보시길.. 보고 판단했으면 좋겠습니다.,10
그대가 조국,꼭 봐야 할 영화입니다.,8
언차티드,현대 제네시스에서 협찬해줬는데 영화 스토리에 자동차 체이싱 씬 같은게 전무한 영화이다보니 광고 효과를 거의 못 누렸음. 영화는 중반부가 좀 지루하고 초반부와 후반부는 킬링타임 용으로 그럭저럭 볼만함.,6
그대가 조국,여전한 검찰과 언론의 비민주적 동반자 관계 및 한가족의 비참한 상황속 아련한 아픔!내가 만일 이런 상황에 놓여있더라면 과연 견딜 수~ ~~~,10
공기인형,생각하며 조용히 볼만한 영화 입니다.좀 슬프네요,8
어부바,이런 수준 떨어지는 영화...참 오랜만이네... 기가차서 헛웃음만...시간 아까워라 흑...,2
순정만화,이연희 이쁘다.,7
그대가 조국,"마지막분의 인터뷰가 생각난다,  근대에 사는것도 아닌데  지금 이런일이 일어날수있는게 믿기지 않는다,  ,  검찰,  언론 ,  사법부 다 반성해야하고 이런말도 안되는 표적수사가 가능한 사회는 잘못된 사회이며  한드시 바로 잡아야한다,  ",10
그대가 조국,"고맙습니다, 견뎌주셔서.",10
그대가 조국,대한민국 국민이면 모두 보아야 합니다.,10
그대가 조국,2점도 아까운데 최하점이라 선택,2
안녕하세요,우리 모두의 이야기네요~ 상처받고 살아가고죽음을 앞두고 살아가죠 누군가의 누구로 살아가고요.누군가와 함께 보며 관계 소중함을 느끼고삶의 소중함을 느끼는 시간이 될수 있는 그런 영화네요.. 당황스럽게도 눈물이 계속 나오는 영화~전 사춘기 딸과 손 꼭 잡고 봤어요^^남편과도 또 보고싶어요 ~,10
범죄도시2,나쁜놈을 때려잡는 식상한 스토리를 이렇게 재밋게 풀어내다니 정말 대단합니다 배우분들 감독님 대박나세요!,10
그대가 조국,멍하니 한참생각하고 고민했다 엄청 힘들다~,10
범죄도시2,"이번 시즌 역시 웃음포인트, 깜놀포인트 많았고 딱 더운 날씨랑 잘 어울렸음",9
그대가 조국,착잡하지만 진실을 향해 한 발짝 다가가게 만든 영화,10
범죄도시2,오랜만에 재밌는 영화 봤습니다 !!,10
범죄도시2,1탄...보고 기립박수 쳤던 사람으로써 글남깁니다.이거 보려면 투캅스2를 보고아니면 집에서 mbc틀면 나오는 서프라이즈 보세요. 딱 그정도...마블 배우도 나오고 한국영화 칸가고 오스카 타는 시점에 진짜 뭐하는건지....진짜 어이없음. 사심없이 실망스러움.,1
그대가 조국,좌파가 많다는걸 알게된 영화윤석열을 누가 임명했나검찰이 검찰답게 아군적군 없이 수사를 했지만 그를 밀어내고자기 사람들로 채워넣은게 누구인가나도 좌파였다 이분덕에 그들의 소굴에서 벗어나게 됐다그대가 조국?  ㅋㅋ 웃고간다,1
그대가 조국,보는내내  눈물이  멈추지 않았어요. 그리고 너무 억울해서 화도 나네요.. 죄를 조사하고 심판 하는게 아라 피의자를 찍어두고 조작과 협박으로 죄를 만들어 버리는 검찰의 권력이 너무 무섭네요. 이 영화를 보면서 정말 나 자신도 조국이 될수도 있겠다 싶네요. 검찰 공화국 걱정입니다. 이영화는 정말 많은 사람들이 보고 많은걸 느꼈으면 좋겠습니다.,10
범죄도시2,재미있어요 타격감 좋아요,10
스페이스 비트윈 어스,가장 눈에 띄는 것은 영상미지만 제일 좋았던 점은 캐릭터들이 정말 살아있다.영화 속에서 이어지는 그들의 선택 하나 하나가 관객들을 설득하는데 전혀 거부감을 느끼지 못했다.이 정도 설정과 장르에서 붕 뜨거나 인위적인 느낌을 받을 법도 한데 그러지 않았다.사실 가장 기본적인거지만 동시에 아주 어려운거라고 생각하기때문에 이런 영화를 볼 때 마다 정말 행복하다,10
범죄도시2,펀치가 머선 캡틴아메리카보다도 쎄누..,1
그대가 조국,지금 이 시기에 반드시 봐야 할 영화,10
픽셀,"뭐. 지루하지도않고, 영상도 볼만하고, 전반적으로 볼만했다고 생각한다 ㅎ",7
범죄도시2,재밌게 봤어요,10
13번째 전사,낡은 액션... CG를 넣지 않는 시대였겠지만...그래도 이보다는 좋게 만들수 있었을 것 같은데...,5
그대가 조국,"같이 억울했고, 같이 분노했고, 같이 허탈했습니다.진실을 언제까지나 숨길 수는 없겠지요.이 모든 억울함이 나중에 꼭 모두 다 밝혀지길 바래봅니다.",10
화이트 칙스,진짜 솔직하게 5번 넘게 본 영화입니다.너무 유쾌하고 재밌어요. ,10
범죄도시2,마동석 웃겨요 ㅋ 손석구 연기좋고요,10
범죄도시2,재미있어요 5대5장면 전부 빵터짐,10
그대가 조국,많이 관람하셨으면 좋겠어요..,10
그대가 조국,많이 관람하셨으면 좋겠어요..,10
그대가 조국,많이 관람하셨으면 좋겠어요..,10
그대가 조국,처음부터 끝까지 한숨만 나오고 울컥하지만 정확한 팩트 체크를 위해 노력하시고 애쓰시는 분들을 위해 많은 사람들이 관람하길 바랍니다. 사회를 배운 초등자녀들도 충분히 보고 이해가능한 다큐멘터리이니 자녀들과 꼭 관람하길 추천합니다. ,10
범죄도시2,꼭 이렇게 자극적으로 묘사해야했을까...녹음을 어떻게 한것인지 소리가 쩌렁저렁.재미있기도하고  별로이기도하고영화로 보기엔  부족한점이..,6
스파이즈,오버워치 같아여 기분이 좋아졌어요게임 하러가야겠어요 네,6
범죄도시2,2라서 기대감 없이 봤는데 개꿀잼입니다 요즘 영화관 가서 보는 거 돈 아까웠는데 ㄹㅇ 돈이 안 아까움 3나와도 볼 것 같아요,10
그대가 조국,폭력적인 검찰의 힘을 지켜보기 힘든 시간,10
범죄도시2,"기대하고 봤는데, 기대보다 재밌어요",10
범죄도시2,너무웃겨요 ㅋㅋ 재밌음 ,10
모비우스,스토리 솔직히 충분히 이해됩니다독특하고 재밌었습니다 액션씬에 영상미 좋았고  쿠키영상에서 나쁜쪽으로 넘어가는건가 하는..부분이 맘에 안들긴하지만 반전이 있기를 기대해봅니다,10
범죄도시2,너무보고시펐던 영화...시간가는줄모르고..재밌게 밨네요..손석구의 살기띤눈빛연기..마동석의 화끈한 액션은...언제바도 너무시원시원하네요..,10
점박이 한반도의 공룡2 : 새로운 낙원,뛰어난 그래픽과 색감으로 빚어낸 공룡판 아저씨. ,9
범죄도시2,지루하지않고 너무 재밌었어요 !!!ㅋㅋ,10
그대가 조국,맘이 너무 아파서..눈물나고.내가할수 있는것이  투표외엔  없다는것이 답답합니다..,10
범죄도시2,진짜 완벽합니다ㅠㅜ 지금까지 본 영화 중에 탑쓰리 안에 들어요,10
범죄도시2,진심 너무 재밌어서 깔깔 웃으면서 봤어요 ㅋㅋ,10
범죄도시2,정말재미있게봤어요~^^ ,10
범죄도시2,간만에 재밌고 통쾌~ 마동석 최고ㅋㅋㅋ 근데 이거 15세 이상이여야 할것 같은데... ,10
범죄도시2,정말 재미있게 보고 옴Vod로 나오면 한번 더 봐야겠어요,10
그대가 조국,조국장관에 대해 모르고 살았다 정치에 관심없이 산 내가 검찰왕국을 만들게 도와줬다는 생각이 들어 미안한 마음이 들었다 국민을 무서워하는 법조계의세계 재심받아서 억울한 누명이 벗겨지길 바란다,10
범죄도시2,좀 잔인하긴 하지만 배우들 연기가 완전 대박입니다.,9
범죄도시2,간만에 재밌는 영화 봤네요. 정말 오랬만입니다.,10
범죄도시2,와  겁나 재미있어요,10
그대가 조국,답을 주는 영화보다 질문을 남기는 영화라고 했던가? 이 영화는 우리에게 숙제를 남긴 영화라고 생각한다. 바로 검.찰.개.혁! ,10
닥터 스트레인지: 대혼돈의 멀티버스,"지인들이 의리로 본다, 예술영화다 이래서 기대안해서 그런건지 매우 잼께 봄!",9
플레이그라운드,학부모입장에서 너무 공감되는 영화입니다..적극 추천합니다^^,10
안녕하세요,꼭 보세요,10
스파이더맨: 노 웨이 홈,마블에 경의를 표한다. 내돈과 시간의 가치가 헛되이 쓰이지 안았다. 댕큐 스파이더맨,10
범죄도시2,손석구 배우 연기 후덜덜..,10
범죄도시2,와 역시 마동석....재밌게 봤어요^^,10
자산어보,감동적이네요 연기멋지고 내용도 굳,10
닥터 스트레인지: 대혼돈의 멀티버스,마블 특히 닥터 스트레인지는 눈이 즐겁스토리는 엥..? 캐릭터 조합실패ㅜㅠ,7
그대가 조국,대깨들의 정치병영화. ,10
라이언 일병 구하기,1.라이언 일병 구하기2.블랙호크다운메시와 호날두랄까..?,10
그대가 조국,이 시대를 살아가는 사람들은 꼭 봐야 할 영화,10
그대가 조국,이 시대를 살아가는 사람들은 꼭 봐야 할 영화,10
어부바,사투리도어색. 내용도 진부. 감독님 실력이안되면 헛돈쓰지말고 제작비로해외여행가셔요 ㅜ,2
자산어보,내 감히 최근 몇년 안의 영화들 중 이 영화가 제일이었다고 자부하고 싶다.절대로 지루하지 않고말그대로 생생한 재연확실한 캐릭터와강단있는 연출과 편집그리고 역사를 잘은 모르지만 고증도 잘하신것 같고아 진짜로 소중한 사람과 같이보고싶은 영화였다.,10
범죄도시2,개..미쳤다…. 진짜 왜 안봐요..안보면 진짜 후회함…꼭보세요 시즌1은 아무것도 아님 알바도 아님 욕하는건 알바임 ,10
범죄도시2,배역 캐스팅 오졌다. 연기 좋고 깨알 유머에 통쾌함까지.  지루할틈 없이 봤네요. 한국형 히어로의 탄생인듯 ,10
그대가 조국,과거의 조국이 지금의 조국을 죽였다,2
범죄도시2,주말에 또 보러 갈듯요 속시원함 막힌 속이 시원하게 뚫림 연기구멍도 없음 다들 멋찜,10
그대가 조국,별 진짜 거지같은 양심도 없는 영화,2
범죄도시2,강츄~ 벌써 3번째 예매했음~~,10
범죄도시2,영화 캐릭터 잘 살렸고 중간중간 아재개그 포인트도 나쁘지않음근데 15세 관람치고는 다소 잔인하다고 생각함,8
범죄도시2,"처음부터 끝까지 액션텐션, 재치, 웃음 모든게 좋았다",10
안녕하세요,"죽음을 결심한 열아홉 수미. 죽는 법을 알려주겠다는 수간호사 서진의 제안에 따라 늘봄 호스피스 병동을 찾아간다. 이 사람들이 곧 죽을 사람들이라고?! 예상치 못한 유쾌함과 따뜻함이 수미를 반기고, 하루하루를 소중히 살아가는 그들에게 점차 스며들며 세상의 온기를 배워가기 시작한다. ‘힐링 메이트’들이 전하는 눈부시게 찬란한 위로.",10
오펀: 천사의 비밀,베라파미가  우는연기 개 고구마 오펀 30대초에보고 40대초에보고50대초에 지금보니 베라파미가 저여자 연기력진짜떨어지네ㅡ술넘어가는 저 쇠소리는 무기인가 되게 듣기싫타 ,10
사이버 지옥: N번방을 무너뜨려라,N번방에 대해 몰랐던 사실을 알게 되었습니다. 기자분들과 불꽂 그리고 경찰분들께 박수를 보냅니다.,10
